new_index,base,ligand,solvent,concentration,temperature,yield,cost
740,CsOPiv,tBPh-CPhos,BuOAc,0.153,105,0.0,0.358480959
741,CsOPiv,PCy3 HBF4,BuOAc,0.153,105,0.0,0.121728447
742,CsOPiv,PPh3,BuOAc,0.153,105,1.94,0.115871442
743,CsOPiv,X-Phos,BuOAc,0.153,105,5.53,0.124088991
744,KOAc,BrettPhos,p-Xylene,0.153,105,16.87,0.142743871
745,KOAc,PPhtBu2,p-Xylene,0.153,105,0.0,0.040123498
746,KOAc,tBPh-CPhos,p-Xylene,0.153,105,8.3,0.26586507600000003
747,KOAc,PCy3 HBF4,p-Xylene,0.153,105,0.0,0.029082271
748,KOAc,PPh3,p-Xylene,0.153,105,3.57,0.023227384
749,KOAc,X-Phos,p-Xylene,0.153,105,39.32,0.031555219
750,KOPiv,BrettPhos,p-Xylene,0.153,105,40.76,0.14173676400000002
751,KOPiv,PPhtBu2,p-Xylene,0.153,105,0.0,0.039029198
752,KOPiv,tBPh-CPhos,p-Xylene,0.153,105,47.33,0.264913225
753,KOPiv,PCy3 HBF4,p-Xylene,0.153,105,0.0,0.027987971
754,KOPiv,PPh3,p-Xylene,0.153,105,6.42,0.022143486
755,KOPiv,X-Phos,p-Xylene,0.153,105,34.45,0.030443145
756,CsOAc,BrettPhos,p-Xylene,0.153,105,44.16,0.188343919
757,CsOAc,PPhtBu2,p-Xylene,0.153,105,0.0,0.08562394400000001
758,CsOAc,tBPh-CPhos,p-Xylene,0.153,105,20.31,0.311409355
759,CsOAc,PCy3 HBF4,p-Xylene,0.153,105,0.28,0.07458373900000001
760,CsOAc,PPh3,p-Xylene,0.153,105,13.71,0.06876483900000001
761,CsOAc,X-Phos,p-Xylene,0.153,105,76.63,0.077191837
762,CsOPiv,BrettPhos,p-Xylene,0.153,105,24.76,0.22914638
763,CsOPiv,PPhtBu2,p-Xylene,0.153,105,0.0,0.12649721
764,CsOPiv,tBPh-CPhos,p-Xylene,0.153,105,29.56,0.352316381
765,CsOPiv,PCy3 HBF4,p-Xylene,0.153,105,0.0,0.115455983
766,CsOPiv,PPh3,p-Xylene,0.153,105,2.11,0.109595768
767,CsOPiv,X-Phos,p-Xylene,0.153,105,73.93,0.118055249
768,KOAc,BrettPhos,DMAc,0.153,120,5.95,0.141126375
769,KOAc,PPhtBu2,DMAc,0.153,120,4.3,0.038562816
770,KOAc,tBPh-CPhos,DMAc,0.153,120,76.59,0.264482497
771,KOAc,PCy3 HBF4,DMAc,0.153,120,11.91,0.027543527
772,KOAc,PPh3,DMAc,0.153,120,51.83,0.021790691
773,KOAc,X-Phos,DMAc,0.153,120,84.67,0.030082718
774,KOPiv,BrettPhos,DMAc,0.153,120,0.89,0.140017489
775,KOPiv,PPhtBu2,DMAc,0.153,120,0.0,0.03745612
776,KOPiv,tBPh-CPhos,DMAc,0.153,120,45.01,0.263297159
777,KOPiv,PCy3 HBF4,DMAc,0.153,120,24.11,0.026484397000000003
778,KOPiv,PPh3,DMAc,0.153,120,79.1,0.020775005
779,KOPiv,X-Phos,DMAc,0.153,120,80.39,0.02897608
780,CsOAc,BrettPhos,DMAc,0.153,120,7.43,0.186631088
781,CsOAc,PPhtBu2,DMAc,0.153,120,0.51,0.08405233699999999
782,CsOAc,tBPh-CPhos,DMAc,0.153,120,32.21,0.309855006
783,CsOAc,PCy3 HBF4,DMAc,0.153,120,18.61,0.073063288
784,CsOAc,PPh3,DMAc,0.153,120,78.19,0.067367128
785,CsOAc,X-Phos,DMAc,0.153,120,84.49,0.075582645
786,CsOPiv,BrettPhos,DMAc,0.153,120,0.0,0.227482935
787,CsOPiv,PPhtBu2,DMAc,0.153,120,0.0,0.124924132
788,CsOPiv,tBPh-CPhos,DMAc,0.153,120,9.96,0.35066413
789,CsOPiv,PCy3 HBF4,DMAc,0.153,120,13.88,0.113922918
790,CsOPiv,PPh3,DMAc,0.153,120,58.4,0.108183344
791,CsOPiv,X-Phos,DMAc,0.153,120,48.34,0.116351699
792,KOAc,BrettPhos,BuCN,0.153,120,25.77,0.153283799
793,KOAc,PPhtBu2,BuCN,0.153,120,0.0,0.05052713
794,KOAc,tBPh-CPhos,BuCN,0.153,120,7.65,0.276297153
795,KOAc,PCy3 HBF4,BuCN,0.153,120,0.74,0.039491584
796,KOAc,PPh3,BuCN,0.153,120,12.34,0.033712735
797,KOAc,X-Phos,BuCN,0.153,120,78.6,0.042418848
798,KOPiv,BrettPhos,BuCN,0.153,120,58.48,0.152440653
799,KOPiv,PPhtBu2,BuCN,0.153,120,0.0,0.04943283
800,KOPiv,tBPh-CPhos,BuCN,0.153,120,9.61,0.275217902
801,KOPiv,PCy3 HBF4,BuCN,0.153,120,2.77,0.038412871
802,KOPiv,PPh3,BuCN,0.153,120,15.64,0.032643774
803,KOPiv,X-Phos,BuCN,0.153,120,71.43,0.041269496
804,CsOAc,BrettPhos,BuCN,0.153,120,69.03,0.199116404
805,CsOAc,PPhtBu2,BuCN,0.153,120,0.0,0.096027576
806,CsOAc,tBPh-CPhos,BuCN,0.153,120,8.82,0.321806582
807,CsOAc,PCy3 HBF4,BuCN,0.153,120,1.89,0.085000861
808,CsOAc,PPh3,BuCN,0.153,120,19.64,0.079269232
809,CsOAc,X-Phos,BuCN,0.153,120,77.01,0.087907086
810,CsOPiv,BrettPhos,BuCN,0.153,120,53.81,0.239872808
811,CsOPiv,PPhtBu2,BuCN,0.153,120,0.0,0.136900842
812,CsOPiv,tBPh-CPhos,BuCN,0.153,120,7.54,0.36267002
813,CsOPiv,PCy3 HBF4,BuCN,0.153,120,3.33,0.125885183
814,CsOPiv,PPh3,BuCN,0.153,120,6.1,0.120038536
815,CsOPiv,X-Phos,BuCN,0.153,120,78.44,0.12879133199999998
816,KOAc,BrettPhos,BuOAc,0.153,120,18.26,0.149057469
817,KOAc,PPhtBu2,BuOAc,0.153,120,0.0,0.046395962
818,KOAc,tBPh-CPhos,BuOAc,0.153,120,0.0,0.272107247
819,KOAc,PCy3 HBF4,BuOAc,0.153,120,0.0,0.035354735
820,KOAc,PPh3,BuOAc,0.153,120,4.86,0.029514154
821,KOAc,X-Phos,BuOAc,0.153,120,76.24,0.038112992000000005
822,KOPiv,BrettPhos,BuOAc,0.153,120,36.18,0.148063961
823,KOPiv,PPhtBu2,BuOAc,0.153,120,0.0,0.045301662
824,KOPiv,tBPh-CPhos,BuOAc,0.153,120,14.01,0.271091747
825,KOPiv,PCy3 HBF4,BuOAc,0.153,120,0.0,0.034260435
826,KOPiv,PPh3,BuOAc,0.153,120,4.33,0.028416873
827,KOPiv,X-Phos,BuOAc,0.153,120,48.91,0.036864972
828,CsOAc,BrettPhos,BuOAc,0.153,120,20.6,0.194571076
829,CsOAc,PPhtBu2,BuOAc,0.153,120,0.0,0.091896408
830,CsOAc,tBPh-CPhos,BuOAc,0.153,120,0.0,0.317607693
831,CsOAc,PCy3 HBF4,BuOAc,0.153,120,0.0,0.080855181
832,CsOAc,PPh3,BuOAc,0.153,120,14.26,0.075067471
833,CsOAc,X-Phos,BuOAc,0.153,120,6.23,0.083219662
834,CsOPiv,BrettPhos,BuOAc,0.153,120,25.67,0.235472859
835,CsOPiv,PPhtBu2,BuOAc,0.153,120,0.0,0.132769674
836,CsOPiv,tBPh-CPhos,BuOAc,0.153,120,0.0,0.358480959
837,CsOPiv,PCy3 HBF4,BuOAc,0.153,120,0.0,0.121728447
838,CsOPiv,PPh3,BuOAc,0.153,120,2.81,0.115876336
839,CsOPiv,X-Phos,BuOAc,0.153,120,59.05,0.124390018
840,KOAc,BrettPhos,p-Xylene,0.153,120,18.89,0.142751244
841,KOAc,PPhtBu2,p-Xylene,0.153,120,0.0,0.040123498
842,KOAc,tBPh-CPhos,p-Xylene,0.153,120,8.61,0.265866207
843,KOAc,PCy3 HBF4,p-Xylene,0.153,120,0.0,0.029082271
844,KOAc,PPh3,p-Xylene,0.153,120,5.22,0.023233406
845,KOAc,X-Phos,p-Xylene,0.153,120,61.67,0.031636791000000004
846,KOPiv,BrettPhos,p-Xylene,0.153,120,49.57,0.141768918
847,KOPiv,PPhtBu2,p-Xylene,0.153,120,0.0,0.039029198
848,KOPiv,tBPh-CPhos,p-Xylene,0.153,120,29.39,0.264847749
849,KOPiv,PCy3 HBF4,p-Xylene,0.153,120,0.0,0.027987971
850,KOPiv,PPh3,p-Xylene,0.153,120,7.54,0.022147574
851,KOPiv,X-Phos,p-Xylene,0.153,120,62.15,0.030544243
852,CsOAc,BrettPhos,p-Xylene,0.153,120,43.9,0.18834297
853,CsOAc,PPhtBu2,p-Xylene,0.153,120,0.0,0.08562394400000001
854,CsOAc,tBPh-CPhos,p-Xylene,0.153,120,22.08,0.311415815
855,CsOAc,PCy3 HBF4,p-Xylene,0.153,120,1.12,0.074586805
856,CsOAc,PPh3,p-Xylene,0.153,120,11.83,0.068757977
857,CsOAc,X-Phos,p-Xylene,0.153,120,70.8,0.077170559
858,CsOPiv,BrettPhos,p-Xylene,0.153,120,26.29,0.229151964
859,CsOPiv,PPhtBu2,p-Xylene,0.153,120,0.0,0.12649721
860,CsOPiv,tBPh-CPhos,p-Xylene,0.153,120,29.96,0.352317841
861,CsOPiv,PCy3 HBF4,p-Xylene,0.153,120,0.83,0.115459012
862,CsOPiv,PPh3,p-Xylene,0.153,120,4.26,0.109603615
863,CsOPiv,X-Phos,p-Xylene,0.153,120,68.31,0.118034737
864,KOAc,P(fur)3,DMAc,0.1,90,9.59,0.038619719
865,KOAc,PPh2Me,DMAc,0.1,90,1.06,0.027353522
866,KOAc,GorlosPhos HBF4,DMAc,0.1,90,4.85,0.038419467
867,KOAc,JackiePhos,DMAc,0.1,90,45.87,0.356143668
868,KOAc,CgMe-PPh,DMAc,0.1,90,13.19,0.05780169900000001
869,KOAc,PPhMe2,DMAc,0.1,90,0.0,0.028606294
870,KOPiv,P(fur)3,DMAc,0.1,90,26.29,0.037573562000000005
871,KOPiv,PPh2Me,DMAc,0.1,90,0.0,0.026256166
872,KOPiv,GorlosPhos HBF4,DMAc,0.1,90,10.34,0.037340994
873,KOPiv,JackiePhos,DMAc,0.1,90,3.51,0.354927254
874,KOPiv,CgMe-PPh,DMAc,0.1,90,55.7,0.056829946
875,KOPiv,PPhMe2,DMAc,0.1,90,0.0,0.027511995
876,CsOAc,P(fur)3,DMAc,0.1,90,17.98,0.08414435199999999
877,CsOAc,PPh2Me,DMAc,0.1,90,0.0,0.072850912
878,CsOAc,GorlosPhos HBF4,DMAc,0.1,90,6.93,0.083925909
879,CsOAc,JackiePhos,DMAc,0.1,90,16.92,0.401560658
880,CsOAc,CgMe-PPh,DMAc,0.1,90,39.55,0.103378136
881,CsOAc,PPhMe2,DMAc,0.1,90,0.0,0.07410674099999999
882,CsOPiv,P(fur)3,DMAc,0.1,90,21.46,0.12502765
883,CsOPiv,PPh2Me,DMAc,0.1,90,0.0,0.113724178
884,CsOPiv,GorlosPhos HBF4,DMAc,0.1,90,13.78,0.124818922
885,CsOPiv,JackiePhos,DMAc,0.1,90,1.26,0.44238878
886,CsOPiv,CgMe-PPh,DMAc,0.1,90,75.28,0.14435440300000002
887,CsOPiv,PPhMe2,DMAc,0.1,90,0.0,0.114980007
888,KOAc,P(fur)3,BuCN,0.1,90,2.55,0.05643395
889,KOAc,PPh2Me,BuCN,0.1,90,0.0,0.045172764
890,KOAc,GorlosPhos HBF4,BuCN,0.1,90,3.89,0.056257651
891,KOAc,JackiePhos,BuCN,0.1,90,19.97,0.373987066
892,KOAc,CgMe-PPh,BuCN,0.1,90,16.04,0.075709131
893,KOAc,PPhMe2,BuCN,0.1,90,0.0,0.046428592000000005
894,KOPiv,P(fur)3,BuCN,0.1,90,26.88,0.055526461
895,KOPiv,PPh2Me,BuCN,0.1,90,0.0,0.044078464000000005
896,KOPiv,GorlosPhos HBF4,BuCN,0.1,90,0.0,0.055133483
897,KOPiv,JackiePhos,BuCN,0.1,90,0.0,0.372739433
898,KOPiv,CgMe-PPh,BuCN,0.1,90,57.18,0.074930712
899,KOPiv,PPhMe2,BuCN,0.1,90,0.0,0.045334292000000005
900,CsOAc,P(fur)3,BuCN,0.1,90,26.28,0.1021166
901,CsOAc,PPh2Me,BuCN,0.1,90,0.0,0.09067321
902,CsOAc,GorlosPhos HBF4,BuCN,0.1,90,18.59,0.101870967
903,CsOAc,JackiePhos,BuCN,0.1,90,32.14,0.419580956
904,CsOAc,CgMe-PPh,BuCN,0.1,90,57.95,0.12153137
905,CsOAc,PPhMe2,BuCN,0.1,90,0.0,0.091929038
906,CsOPiv,P(fur)3,BuCN,0.1,90,31.38,0.143029025
907,CsOPiv,PPh2Me,BuCN,0.1,90,0.0,0.131546476
908,CsOPiv,GorlosPhos HBF4,BuCN,0.1,90,24.25,0.142787691
909,CsOPiv,JackiePhos,BuCN,0.1,90,13.01,0.460307338
910,CsOPiv,CgMe-PPh,BuCN,0.1,90,37.4,0.162246849
911,CsOPiv,PPhMe2,BuCN,0.1,90,0.0,0.132802304
912,KOAc,P(fur)3,BuOAc,0.1,90,5.5,0.050339628
913,KOAc,PPh2Me,BuOAc,0.1,90,0.0,0.039067086
914,KOAc,GorlosPhos HBF4,BuOAc,0.1,90,0.79,0.050126549000000006
915,KOAc,JackiePhos,BuOAc,0.1,90,4.43,0.367752972
916,KOAc,CgMe-PPh,BuOAc,0.1,90,14.83,0.069563708
917,KOAc,PPhMe2,BuOAc,0.1,90,0.0,0.040322914
918,KOPiv,P(fur)3,BuOAc,0.1,90,25.0,0.049355008
919,KOPiv,PPh2Me,BuOAc,0.1,90,0.0,0.037972786
920,KOPiv,GorlosPhos HBF4,BuOAc,0.1,90,8.16,0.049073702
921,KOPiv,JackiePhos,BuOAc,0.1,90,0.0,0.366633755
922,KOPiv,CgMe-PPh,BuOAc,0.1,90,21.51,0.06850698
923,KOPiv,PPhMe2,BuOAc,0.1,90,0.0,0.039228614
924,CsOAc,P(fur)3,BuOAc,0.1,90,16.28,0.095900707
925,CsOAc,PPh2Me,BuOAc,0.1,90,0.0,0.08456753199999999
926,CsOAc,GorlosPhos HBF4,BuOAc,0.1,90,2.67,0.095637569
927,CsOAc,JackiePhos,BuOAc,0.1,90,2.69,0.413243632
928,CsOAc,CgMe-PPh,BuOAc,0.1,90,24.59,0.11511905
929,CsOAc,PPhMe2,BuOAc,0.1,90,0.0,0.08582336
930,CsOPiv,P(fur)3,BuOAc,0.1,90,14.58,0.136764412
931,CsOPiv,PPh2Me,BuOAc,0.1,90,0.0,0.12544079800000002
932,CsOPiv,GorlosPhos HBF4,BuOAc,0.1,90,8.88,0.136545764
933,CsOPiv,JackiePhos,BuOAc,0.1,90,2.21,0.454114198
934,CsOPiv,CgMe-PPh,BuOAc,0.1,90,17.93,0.155954856
935,CsOPiv,PPhMe2,BuOAc,0.1,90,0.0,0.126696626
936,KOAc,P(fur)3,p-Xylene,0.1,90,3.63,0.040931831
937,KOAc,PPh2Me,p-Xylene,0.1,90,0.0,0.029676975
938,KOAc,GorlosPhos HBF4,p-Xylene,0.1,90,0.7,0.040734549
939,KOAc,JackiePhos,p-Xylene,0.1,90,4.95,0.35835601100000003
940,KOAc,CgMe-PPh,p-Xylene,0.1,90,11.95,0.060133799
941,KOAc,PPhMe2,p-Xylene,0.1,90,0.0,0.030932803
942,KOPiv,P(fur)3,p-Xylene,0.1,90,20.46,0.039898956
943,KOPiv,PPh2Me,p-Xylene,0.1,90,0.0,0.028582675
944,KOPiv,GorlosPhos HBF4,p-Xylene,0.1,90,4.73,0.039654958
945,KOPiv,JackiePhos,p-Xylene,0.1,90,8.98,0.357276419
946,KOPiv,CgMe-PPh,p-Xylene,0.1,90,18.9,0.059064865
947,KOPiv,PPhMe2,p-Xylene,0.1,90,0.0,0.029838504
948,CsOAc,P(fur)3,p-Xylene,0.1,90,20.22,0.086492826
949,CsOAc,PPh2Me,p-Xylene,0.1,90,0.0,0.075177421
950,CsOAc,GorlosPhos HBF4,p-Xylene,0.1,90,3.17,0.08624401
951,CsOAc,JackiePhos,p-Xylene,0.1,90,5.5,0.403858464
952,CsOAc,CgMe-PPh,p-Xylene,0.1,90,23.05,0.105674757
953,CsOAc,PPhMe2,p-Xylene,0.1,90,0.0,0.07643325
954,CsOPiv,P(fur)3,p-Xylene,0.1,90,9.6,0.127327332
955,CsOPiv,PPh2Me,p-Xylene,0.1,90,0.0,0.116050687
956,CsOPiv,GorlosPhos HBF4,p-Xylene,0.1,90,2.99,0.127116619
957,CsOPiv,JackiePhos,p-Xylene,0.1,90,7.8,0.444740125
958,CsOPiv,CgMe-PPh,p-Xylene,0.1,90,8.21,0.146493861
959,CsOPiv,PPhMe2,p-Xylene,0.1,90,0.0,0.117306516
960,KOAc,P(fur)3,DMAc,0.1,105,41.9,0.038712862
961,KOAc,PPh2Me,DMAc,0.1,105,8.23,0.027374191000000003
962,KOAc,GorlosPhos HBF4,DMAc,0.1,105,13.11,0.038443279
963,KOAc,JackiePhos,DMAc,0.1,105,75.22,0.35622827799999995
964,KOAc,CgMe-PPh,DMAc,0.1,105,80.38,0.057995393
965,KOAc,PPhMe2,DMAc,0.1,105,0.0,0.028606294
966,KOPiv,P(fur)3,DMAc,0.1,105,73.59,0.037709917
967,KOPiv,PPh2Me,DMAc,0.1,105,8.85,0.026281679
968,KOPiv,GorlosPhos HBF4,DMAc,0.1,105,38.15,0.037421164
969,KOPiv,JackiePhos,DMAc,0.1,105,50.54,0.355062831
970,KOPiv,CgMe-PPh,DMAc,0.1,105,89.76,0.05692813400000001
971,KOPiv,PPhMe2,DMAc,0.1,105,0.0,0.027511995
972,CsOAc,P(fur)3,DMAc,0.1,105,45.21,0.08422285
973,CsOAc,PPh2Me,DMAc,0.1,105,9.55,0.072878443
974,CsOAc,GorlosPhos HBF4,DMAc,0.1,105,19.97,0.083963501
975,CsOAc,JackiePhos,DMAc,0.1,105,41.0,0.401630076
976,CsOAc,CgMe-PPh,DMAc,0.1,105,83.25,0.103504113
977,CsOAc,PPhMe2,DMAc,0.1,105,0.0,0.07410674099999999
978,CsOPiv,P(fur)3,DMAc,0.1,105,49.4,0.125108195
979,CsOPiv,PPh2Me,DMAc,0.1,105,4.3,0.113736574
980,CsOPiv,GorlosPhos HBF4,DMAc,0.1,105,40.43,0.124895748
981,CsOPiv,JackiePhos,DMAc,0.1,105,0.0,0.442385148
982,CsOPiv,CgMe-PPh,DMAc,0.1,105,91.11,0.144400038
983,CsOPiv,PPhMe2,DMAc,0.1,105,0.0,0.114980007
984,KOAc,P(fur)3,BuCN,0.1,105,9.1,0.056484243
985,KOAc,PPh2Me,BuCN,0.1,105,0.0,0.045172764
986,KOAc,GorlosPhos HBF4,BuCN,0.1,105,14.36,0.05633804200000001
987,KOAc,JackiePhos,BuCN,0.1,105,19.82,0.373985915
988,KOAc,CgMe-PPh,BuCN,0.1,105,54.67,0.07600574
989,KOAc,PPhMe2,BuCN,0.1,105,0.0,0.046428592000000005
990,KOPiv,P(fur)3,BuCN,0.1,105,46.99,0.055680869
991,KOPiv,PPh2Me,BuCN,0.1,105,0.0,0.044078464000000005
992,KOPiv,GorlosPhos HBF4,BuCN,0.1,105,43.52,0.055467638
993,KOPiv,JackiePhos,BuCN,0.1,105,16.82,0.37286858
994,KOPiv,CgMe-PPh,BuCN,0.1,105,76.68,0.075080437
995,KOPiv,PPhMe2,BuCN,0.1,105,0.0,0.045334292000000005
996,CsOAc,P(fur)3,BuCN,0.1,105,16.19,0.102039127
997,CsOAc,PPh2Me,BuCN,0.1,105,0.0,0.09067321
998,CsOAc,GorlosPhos HBF4,BuCN,0.1,105,33.34,0.10198422
999,CsOAc,JackiePhos,BuCN,0.1,105,26.69,0.41953911
1000,CsOAc,CgMe-PPh,BuCN,0.1,105,82.33,0.121718564
1001,CsOAc,PPhMe2,BuCN,0.1,105,0.0,0.091929038
1002,CsOPiv,P(fur)3,BuCN,0.1,105,25.08,0.142980652
1003,CsOPiv,PPh2Me,BuCN,0.1,105,0.0,0.131546476
1004,CsOPiv,GorlosPhos HBF4,BuCN,0.1,105,39.42,0.142904169
1005,CsOPiv,JackiePhos,BuCN,0.1,105,11.95,0.4602992
1006,CsOPiv,CgMe-PPh,BuCN,0.1,105,65.69,0.162464065
1007,CsOPiv,PPhMe2,BuCN,0.1,105,0.0,0.132802304
1008,KOAc,P(fur)3,BuOAc,0.1,105,9.87,0.050364208
1009,KOAc,PPh2Me,BuOAc,0.1,105,0.0,0.039067086
1010,KOAc,GorlosPhos HBF4,BuOAc,0.1,105,2.85,0.050138135
1011,KOAc,JackiePhos,BuOAc,0.1,105,7.74,0.367771589
1012,KOAc,CgMe-PPh,BuOAc,0.1,105,41.35,0.069712871
1013,KOAc,PPhMe2,BuOAc,0.1,105,0.0,0.040322914
1014,KOPiv,P(fur)3,BuOAc,0.1,105,18.21,0.049316817
1015,KOPiv,PPh2Me,BuOAc,0.1,105,0.0,0.037972786
1016,KOPiv,GorlosPhos HBF4,BuOAc,0.1,105,20.21,0.049141478
1017,KOPiv,JackiePhos,BuOAc,0.1,105,5.98,0.36666739
1018,KOPiv,CgMe-PPh,BuOAc,0.1,105,36.23,0.068589774
1019,KOPiv,PPhMe2,BuOAc,0.1,105,0.0,0.039228614
1020,CsOAc,P(fur)3,BuOAc,0.1,105,15.72,0.095897558
1021,CsOAc,PPh2Me,BuOAc,0.1,105,0.0,0.08456753199999999
1022,CsOAc,GorlosPhos HBF4,BuOAc,0.1,105,8.11,0.095668167
1023,CsOAc,JackiePhos,BuOAc,0.1,105,3.08,0.413245825
1024,CsOAc,CgMe-PPh,BuOAc,0.1,105,45.01,0.115233903
1025,CsOAc,PPhMe2,BuOAc,0.1,105,0.0,0.08582336
1026,CsOPiv,P(fur)3,BuOAc,0.1,105,14.51,0.136764018
1027,CsOPiv,PPh2Me,BuOAc,0.1,105,0.0,0.12544079800000002
1028,CsOPiv,GorlosPhos HBF4,BuOAc,0.1,105,20.63,0.136611852
1029,CsOPiv,JackiePhos,BuOAc,0.1,105,2.41,0.454115323
1030,CsOPiv,CgMe-PPh,BuOAc,0.1,105,24.0,0.155988997
1031,CsOPiv,PPhMe2,BuOAc,0.1,105,0.0,0.126696626
1032,KOAc,P(fur)3,p-Xylene,0.1,105,8.45,0.040949423
1033,KOAc,PPh2Me,p-Xylene,0.1,105,0.0,0.029676975
1034,KOAc,GorlosPhos HBF4,p-Xylene,0.1,105,0.83,0.040735024
1035,KOAc,JackiePhos,p-Xylene,0.1,105,5.36,0.358357507
1036,KOAc,CgMe-PPh,p-Xylene,0.1,105,35.6,0.060220115
1037,KOAc,PPhMe2,p-Xylene,0.1,105,0.0,0.030932803
1038,KOPiv,P(fur)3,p-Xylene,0.1,105,19.32,0.039894796
1039,KOPiv,PPh2Me,p-Xylene,0.1,105,0.0,0.028582675
1040,KOPiv,GorlosPhos HBF4,p-Xylene,0.1,105,10.98,0.039677769
1041,KOPiv,JackiePhos,p-Xylene,0.1,105,9.9,0.357279777
1042,KOPiv,CgMe-PPh,p-Xylene,0.1,105,32.37,0.059114027
1043,KOPiv,PPhMe2,p-Xylene,0.1,105,0.0,0.029838504
1044,CsOAc,P(fur)3,p-Xylene,0.1,105,30.29,0.08652957900000001
1045,CsOAc,PPh2Me,p-Xylene,0.1,105,0.0,0.075177421
1046,CsOAc,GorlosPhos HBF4,p-Xylene,0.1,105,14.97,0.08628707699999999
1047,CsOAc,JackiePhos,p-Xylene,0.1,105,7.15,0.403864486
1048,CsOAc,CgMe-PPh,p-Xylene,0.1,105,68.35,0.105840091
1049,CsOAc,PPhMe2,p-Xylene,0.1,105,0.0,0.07643325
1050,CsOPiv,P(fur)3,p-Xylene,0.1,105,10.05,0.127328974
1051,CsOPiv,PPh2Me,p-Xylene,0.1,105,0.0,0.116050687
1052,CsOPiv,GorlosPhos HBF4,p-Xylene,0.1,105,9.89,0.127141803
1053,CsOPiv,JackiePhos,p-Xylene,0.1,105,8.06,0.444741073
1054,CsOPiv,CgMe-PPh,p-Xylene,0.1,105,16.46,0.146523971
1055,CsOPiv,PPhMe2,p-Xylene,0.1,105,0.0,0.117306516
1056,KOAc,P(fur)3,DMAc,0.1,120,60.48,0.038766424
1057,KOAc,PPh2Me,DMAc,0.1,120,10.51,0.027380764
1058,KOAc,GorlosPhos HBF4,DMAc,0.1,120,15.42,0.038449938
1059,KOAc,JackiePhos,DMAc,0.1,120,75.12,0.35622799
1060,KOAc,CgMe-PPh,DMAc,0.1,120,83.22,0.05800358
1061,KOAc,PPhMe2,DMAc,0.1,120,3.59,0.028616644
1062,KOPiv,P(fur)3,DMAc,0.1,120,76.02,0.037716922
1063,KOPiv,PPh2Me,DMAc,0.1,120,30.15,0.026343082
1064,KOPiv,GorlosPhos HBF4,DMAc,0.1,120,49.17,0.037452932
1065,KOPiv,JackiePhos,DMAc,0.1,120,70.26,0.35511968
1066,KOPiv,CgMe-PPh,DMAc,0.1,120,87.59,0.056921878
1067,KOPiv,PPhMe2,DMAc,0.1,120,3.35,0.027521652
1068,CsOAc,P(fur)3,DMAc,0.1,120,29.06,0.08417629300000001
1069,CsOAc,PPh2Me,DMAc,0.1,120,4.61,0.072864202
1070,CsOAc,GorlosPhos HBF4,DMAc,0.1,120,26.78,0.08398313199999999
1071,CsOAc,JackiePhos,DMAc,0.1,120,67.63,0.401706844
1072,CsOAc,CgMe-PPh,DMAc,0.1,120,81.63,0.103499443
1073,CsOAc,PPhMe2,DMAc,0.1,120,19.02,0.074161571
1074,CsOPiv,P(fur)3,DMAc,0.1,120,62.32,0.12514544
1075,CsOPiv,PPh2Me,DMAc,0.1,120,3.7,0.113734844
1076,CsOPiv,GorlosPhos HBF4,DMAc,0.1,120,45.17,0.124909413
1077,CsOPiv,JackiePhos,DMAc,0.1,120,13.46,0.44242395
1078,CsOPiv,CgMe-PPh,DMAc,0.1,120,83.85,0.144379109
1079,CsOPiv,PPhMe2,DMAc,0.1,120,0.0,0.114980007
1080,KOAc,P(fur)3,BuCN,0.1,120,13.89,0.056521021
1081,KOAc,PPh2Me,BuCN,0.1,120,0.0,0.045172764
1082,KOAc,GorlosPhos HBF4,BuCN,0.1,120,22.06,0.056397164000000014
1083,KOAc,JackiePhos,BuCN,0.1,120,20.08,0.373987911
1084,KOAc,CgMe-PPh,BuCN,0.1,120,67.57,0.07610478799999999
1085,KOAc,PPhMe2,BuCN,0.1,120,0.0,0.046428592000000005
1086,KOPiv,P(fur)3,BuCN,0.1,120,40.02,0.055627352000000005
1087,KOPiv,PPh2Me,BuCN,0.1,120,0.0,0.044078464000000005
1088,KOPiv,GorlosPhos HBF4,BuCN,0.1,120,56.45,0.055566917
1089,KOPiv,JackiePhos,BuCN,0.1,120,16.47,0.372865893
1090,KOPiv,CgMe-PPh,BuCN,0.1,120,70.51,0.075033062
1091,KOPiv,PPhMe2,BuCN,0.1,120,0.0,0.045334292000000005
1092,CsOAc,P(fur)3,BuCN,0.1,120,13.75,0.102020392
1093,CsOAc,PPh2Me,BuCN,0.1,120,0.0,0.09067321
1094,CsOAc,GorlosPhos HBF4,BuCN,0.1,120,40.61,0.10204004
1095,CsOAc,JackiePhos,BuCN,0.1,120,23.5,0.419514617
1096,CsOAc,CgMe-PPh,BuCN,0.1,120,88.82,0.121768396
1097,CsOAc,PPhMe2,BuCN,0.1,120,0.0,0.091929038
1098,CsOPiv,P(fur)3,BuCN,0.1,120,37.73,0.143077781
1099,CsOPiv,PPh2Me,BuCN,0.1,120,0.0,0.131546476
1100,CsOPiv,GorlosPhos HBF4,BuCN,0.1,120,48.15,0.14297120000000002
1101,CsOPiv,JackiePhos,BuCN,0.1,120,12.12,0.460300505
1102,CsOPiv,CgMe-PPh,BuCN,0.1,120,71.57,0.162509213
