Ligand_inchi,Base_inchi,Solvent_inchi,Product_inchi,Electrophile_inchi,Nucleophile_inchi,Precatalyst_inchi,Base,Electrophile,Electrophile_PCI_Name,Ligand,Nucleophile,Nucleophile_PCI_Name,Precatalyst,Product,Solvent,Screen_ID,umol_Screen,Entry,Well,Row,Column,Base_Equiv,Electrophile_Equiv,Ligand_Equiv,Nucleophile_Equiv,Precatalyst_Equiv,Concentration,Time_h,Temp_C,SampleName,Vial,AP_ISO,AP_PDT,AP_STD,Mean_AP,Max_AP,SD_AP,Z_Score_AP,RelYield_PDT,Mean_RY,Max_RY,SD_RY,Z_Score_RY,Yield,Mean_Yield,Max_Yield,SD_Yield,Z_Score_Yield,Product_MW,Solvent_density,Solvent_mass,Product_mg,Base_Cost,Base_amt,Base_MW,Base_price.mol,Solvent_Cost,Solvent_amt,Solvent_MW,Solvent_price.mol,Ligand_Cost,Ligand_amt,Ligand_MW,Ligand_price.mol,Ligand_dol,Base_dol,Solvent_dol,reagent_cost,Nucleophile_MW,Electrophile_MW,Precatalyst_MW,Nucleophile_mg,Electrophile_mg,Precatalyst_mg,Ligand_mg,Base_mg,Total_mg,PMI
"InChI=1S/C8H11P/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPhMe2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_014,15,72,72,F,12,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_72,"5:F,12",0,0,80.722,24.53088542,74.059,23.11755586,-1.061136634,0,0.726720791,3.224723504,0.842717476,-0.862354006,0,20.28802083,99.07,26.57839216,-0.862280182,201.204,0.88,0.23157894736842105,0,234,25,234.03,2190.5208,164,880,116.16,21.648,582,25,138.15,3216.132,4.365e-4,0.01053,0.32695374800637955,0.33792024800637954,107.116,175,365.85,3.21348,2.625,0.123474375,0.10361250000000001,10.531349999999998,248.17586424342105,Inf
InChI=1S/C12H9O3P/c1-4-10(13-7-1)16(11-5-2-8-14-11)12-6-3-9-15-12/h1-9H,"InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,P(fur)3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,73,73,G,1,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_73,"5:G,1",0.456,3.916,17.157,24.53088542,74.059,23.11755586,-0.891741564,0.228245031,0.726720791,3.224723504,0.842717476,-0.591509936,4.99,20.28802083,99.07,26.57839216,-0.591383434,201.204,0.86,0.2263157894736842,0.150601194,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,71.2,1,232.17,16530.504,5.3400000000000004e-5,0.0045,0.6651330662753341,0.669686466275334,107.116,175,365.85,3.21348,2.625,0.123474375,0.1741275,4.4163,237.0187725426842,1573.817353285288
"InChI=1S/C13H13P/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PPh2Me,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,74,74,G,2,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_74,"5:G,2",0,0,18.558,24.53088542,74.059,23.11755586,-1.061136634,0,0.726720791,3.224723504,0.842717476,-0.862354006,0,20.28802083,99.07,26.57839216,-0.862280182,201.204,0.86,0.2263157894736842,0,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,385,50,200.22,1541.694,2.8875e-4,0.0045,0.6651330662753341,0.669921816275334,107.116,175,365.85,3.21348,2.625,0.123474375,0.15016500000000002,4.4163,236.8442088486842,Inf
"InChI=1S/C24H39O2P/c1-18(2)25-22-16-11-17-23(26-19(3)4)24(22)27(20-12-7-5-8-13-20)21-14-9-6-10-15-21/h11,16-21H,5-10,12-15H2,1-4H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,GorlosPhos HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,75,75,G,3,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_75,"5:G,3",0,1.926,18.11,24.53088542,74.059,23.11755586,-0.977823329,0.106350083,0.726720791,3.224723504,0.842717476,-0.73615503,1.47,20.28802083,99.07,26.57839216,-0.736237945,201.204,0.86,0.2263157894736842,0.044365482,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,72,2,452.27,16281.72,5.4e-5,0.0045,0.6651330662753341,0.669687066275334,107.116,175,365.85,3.21348,2.625,0.123474375,0.33920249999999996,4.4163,237.0776118306842,5343.740249022521
"InChI=1S/C39H37F12O2P/c1-19(2)22-11-29(20(3)4)33(30(12-22)21(5)6)34-31(52-7)9-10-32(53-8)35(34)54(27-15-23(36(40,41)42)13-24(16-27)37(43,44)45)28-17-25(38(46,47)48)14-26(18-28)39(49,50)51/h9-21H,1-8H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,JackiePhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,76,76,G,4,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_76,"5:G,4",0.258,5.878,24.065,24.53088542,74.059,23.11755586,-0.806871,0.244255142,0.726720791,3.224723504,0.842717476,-0.572511741,5.45,20.28802083,99.07,26.57839216,-0.57257116,201.204,0.86,0.2263157894736842,0.16448427000000002,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,552,1,796.66,439756.32,4.1400000000000003e-4,0.0045,0.6651330662753341,0.6700470662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.597495,4.4163,237.45602311868421,1443.6397056003239
"InChI=1S/C16H21O3P/c1-13-10-15(3)19-14(2,17-13)11-16(4,18-13)20(15)12-8-6-5-7-9-12/h5-9H,10-11H2,1-4H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,CgMe-PPh,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,77,77,G,5,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_77,"5:G,5",1.741,19.675,20.791,24.53088542,74.059,23.11755586,-0.210051852,0.946322928,0.726720791,3.224723504,0.842717476,0.260588089,25.69,20.28802083,99.07,26.57839216,0.26043634,201.204,0.86,0.2263157894736842,0.775339614,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,288,2,292.31,42092.64,2.16e-4,0.0045,0.6651330662753341,0.669849066275334,107.116,175,365.85,3.21348,2.625,0.123474375,0.2192325,4.4163,237.6886159626842,306.5606499021011
"InChI=1S/C8H11P/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PPhMe2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,78,78,G,6,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_78,"5:G,6",0,0,45.568,24.53088542,74.059,23.11755586,-1.061136634,0,0.726720791,3.224723504,0.842717476,-0.862354006,0,20.28802083,99.07,26.57839216,-0.862280182,201.204,0.86,0.2263157894736842,0,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,582,25,138.15,3216.132,4.365e-4,0.0045,0.6651330662753341,0.670069566275334,107.116,175,365.85,3.21348,2.625,0.123474375,0.10361250000000001,4.4163,236.7976563486842,Inf
InChI=1S/C12H9O3P/c1-4-10(13-7-1)16(11-5-2-8-14-11)12-6-3-9-15-12/h1-9H,"InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,P(fur)3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,79,79,G,7,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_79,"5:G,7",1.392,9.099,16.127,24.53088542,74.059,23.11755586,-0.667539662,0.56420909,0.726720791,3.224723504,0.842717476,-0.192842448,14.68,20.28802083,99.07,26.57839216,-0.192939468,201.204,0.86,0.2263157894736842,0.443051208,44,25,140.22,246.7872,312,2580,106.16,12.83795349,71.2,1,232.17,16530.504,5.3400000000000004e-5,0.00198,0.6651330662753341,0.667166466275334,107.116,175,365.85,3.21348,2.625,0.123474375,0.1741275,6.309900000000001,239.20482255668418,539.9033299931419
"InChI=1S/C13H13P/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PPh2Me,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,80,80,G,8,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_80,"5:G,8",1.072,0.365,19.886,24.53088542,74.059,23.11755586,-1.045347768,0.018354621,0.726720791,3.224723504,0.842717476,-0.840573728,0,20.28802083,99.07,26.57839216,-0.840457944,201.204,0.86,0.2263157894736842,0,44,25,140.22,246.7872,312,2580,106.16,12.83795349,385,50,200.22,1541.694,2.8875e-4,0.00198,0.6651330662753341,0.667401816275334,107.116,175,365.85,3.21348,2.625,0.123474375,0.15016500000000002,6.309900000000001,238.73780884868418,Inf
"InChI=1S/C24H39O2P/c1-18(2)25-22-16-11-17-23(26-19(3)4)24(22)27(20-12-7-5-8-13-20)21-14-9-6-10-15-21/h11,16-21H,5-10,12-15H2,1-4H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,GorlosPhos HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,81,81,G,9,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_81,"5:G,9",1.844,13.646,15.338,24.53088542,74.059,23.11755586,-0.470849318,0.889685748,0.726720791,3.224723504,0.842717476,0.193380298,24.06,20.28802083,99.07,26.57839216,0.193464644,201.204,0.86,0.2263157894736842,0.7261452359999999,44,25,140.22,246.7872,312,2580,106.16,12.83795349,72,2,452.27,16281.72,5.4e-5,0.00198,0.6651330662753341,0.6671670662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.33920249999999996,6.309900000000001,239.6529915846842,330.03451610427453
"InChI=1S/C39H37F12O2P/c1-19(2)22-11-29(20(3)4)33(30(12-22)21(5)6)34-31(52-7)9-10-32(53-8)35(34)54(27-15-23(36(40,41)42)13-24(16-27)37(43,44)45)28-17-25(38(46,47)48)14-26(18-28)39(49,50)51/h9-21H,1-8H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,JackiePhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,82,82,G,10,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_82,"5:G,10",0.318,6.402,17.549,24.53088542,74.059,23.11755586,-0.784204244,0.364807112,0.726720791,3.224723504,0.842717476,-0.429460276,8.93,20.28802083,99.07,26.57839216,-0.429597877,201.204,0.86,0.2263157894736842,0.269512758,44,25,140.22,246.7872,312,2580,106.16,12.83795349,552,1,796.66,439756.32,4.1400000000000003e-4,0.00198,0.6651330662753341,0.6675270662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.597495,6.309900000000001,239.4546516066842,888.4724173491044
"InChI=1S/C16H21O3P/c1-13-10-15(3)19-14(2,17-13)11-16(4,18-13)20(15)12-8-6-5-7-9-12/h5-9H,10-11H2,1-4H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,CgMe-PPh,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,83,83,G,11,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_83,"5:G,11",2.255,9.918,15.383,24.53088542,74.059,23.11755586,-0.632112041,0.644737697,0.726720791,3.224723504,0.842717476,-0.097284198,17,20.28802083,99.07,26.57839216,-0.097373115,201.204,0.86,0.2263157894736842,0.5130702,44,25,140.22,246.7872,312,2580,106.16,12.83795349,288,2,292.31,42092.64,2.16e-4,0.00198,0.6651330662753341,0.6673290662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.2192325,6.309900000000001,239.3199465486842,466.4467874935714
"InChI=1S/C8H11P/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PPhMe2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,84,84,G,12,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_84,"5:G,12",0,0,18.269,24.53088542,74.059,23.11755586,-1.061136634,0,0.726720791,3.224723504,0.842717476,-0.862354006,0,20.28802083,99.07,26.57839216,-0.862280182,201.204,0.86,0.2263157894736842,0,44,25,140.22,246.7872,312,2580,106.16,12.83795349,582,25,138.15,3216.132,4.365e-4,0.00198,0.6651330662753341,0.667549566275334,107.116,175,365.85,3.21348,2.625,0.123474375,0.10361250000000001,6.309900000000001,238.6912563486842,Inf
InChI=1S/C12H9O3P/c1-4-10(13-7-1)16(11-5-2-8-14-11)12-6-3-9-15-12/h1-9H,"InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,P(fur)3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,85,85,H,1,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_85,"5:H,1",0.758,11.968,18.709,24.53088542,74.059,23.11755586,-0.543434846,0.639692127,0.726720791,3.224723504,0.842717476,-0.103271461,16.85,20.28802083,99.07,26.57839216,-0.103393043,201.204,0.86,0.2263157894736842,0.50854311,167,25,191.95,1282.226,312,2580,106.16,12.83795349,71.2,1,232.17,16530.504,5.3400000000000004e-5,0.007514999999999999,0.6651330662753341,0.6727014662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.1741275,8.63775,241.5981644586842,475.0790241926279
"InChI=1S/C13H13P/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PPh2Me,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,86,86,H,2,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_86,"5:H,2",0.477,0.302,19.053,24.53088542,74.059,23.11755586,-1.04807297,0.015850522,0.726720791,3.224723504,0.842717476,-0.843545185,0,20.28802083,99.07,26.57839216,-0.843467908,201.204,0.86,0.2263157894736842,0,167,25,191.95,1282.226,312,2580,106.16,12.83795349,385,50,200.22,1541.694,2.8875e-4,0.007514999999999999,0.6651330662753341,0.6729368162753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.15016500000000002,8.63775,241.0656588486842,Inf
"InChI=1S/C24H39O2P/c1-18(2)25-22-16-11-17-23(26-19(3)4)24(22)27(20-12-7-5-8-13-20)21-14-9-6-10-15-21/h11,16-21H,5-10,12-15H2,1-4H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,GorlosPhos HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,87,87,H,3,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_87,"5:H,3",6.02,0.372,18.043,24.53088542,74.059,23.11755586,-1.045044968,0.020617414,0.726720791,3.224723504,0.842717476,-0.837888614,0,20.28802083,99.07,26.57839216,-0.837824226,201.204,0.86,0.2263157894736842,0,167,25,191.95,1282.226,312,2580,106.16,12.83795349,72,2,452.27,16281.72,5.4e-5,0.007514999999999999,0.6651330662753341,0.6727020662753341,107.116,175,365.85,3.21348,2.625,0.123474375,0.33920249999999996,8.63775,241.2546963486842,Inf
"InChI=1S/C39H37F12O2P/c1-19(2)22-11-29(20(3)4)33(30(12-22)21(5)6)34-31(52-7)9-10-32(53-8)35(34)54(27-15-23(36(40,41)42)13-24(16-27)37(43,44)45)28-17-25(38(46,47)48)14-26(18-28)39(49,50)51/h9-21H,1-8H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,JackiePhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_014,15,88,88,H,4,3,1,0.05,2,0.0225,0.057,24,105,A24A8_090_014_88,"5:H,4",0.201,4.919,18.325,24.53088542,74.059,23.11755586,-0.848354624,0.268431105,0.726720791,3.224723504,0.842717476,-0.543823642,6.15,20.28802083,99.07,26.57839216,-0.543976503,201.204,0.86,0.2263157894736842,0.18561069,167,25,191.95,1282.226,312,2580,106.16,12.83795349,552,1,796.66,439756.32,4.1400000000000003e-4,0.007514999999999999,0.6651330662753341,0.6730620662753342,107.116,175,365.85,3.21348,2.625,0.123474375,0.597495,8.63775,241.69859953868422,1302.1803837843834
