Ligand_inchi,Base_inchi,Solvent_inchi,Product_inchi,Electrophile_inchi,Nucleophile_inchi,Precatalyst_inchi,Base,Electrophile,Electrophile_PCI_Name,Ligand,Nucleophile,Nucleophile_PCI_Name,Precatalyst,Product,Solvent,Screen_ID,umol_Screen,Entry,Well,Row,Column,Base_Equiv,Electrophile_Equiv,Ligand_Equiv,Nucleophile_Equiv,Precatalyst_Equiv,Concentration,Time_h,Temp_C,SampleName,Vial,AP_ISO,AP_PDT,AP_STD,Mean_AP,Max_AP,SD_AP,Z_Score_AP,RelYield_PDT,Mean_RY,Max_RY,SD_RY,Z_Score_RY,Yield,Mean_Yield,Max_Yield,SD_Yield,Z_Score_Yield,Product_MW,Solvent_density,Solvent_mass,Product_mg,Base_Cost,Base_amt,Base_MW,Base_price.mol,Solvent_Cost,Solvent_amt,Solvent_MW,Solvent_price.mol,Ligand_Cost,Ligand_amt,Ligand_MW,Ligand_price.mol,Ligand_dol,Base_dol,Solvent_dol,reagent_cost,Nucleophile_MW,Electrophile_MW,Precatalyst_MW,Nucleophile_mg,Electrophile_mg,Precatalyst_mg,Ligand_mg,Base_mg,Total_mg,PMI,solvent mg,ligand_dol_will,base_dol_will,solvent_dol_will,total_cost_update
"InChI=1S/C24H39O2P/c1-18(2)25-22-16-11-17-23(26-19(3)4)24(22)27(20-12-7-5-8-13-20)21-14-9-6-10-15-21/h11,16-21H,5-10,12-15H2,1-4H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,GorlosPhos HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,33,33,C,9,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_33,"4:C,9",1.526,33.978,59.099,20.56336458,69.123,19.86590061,0.675259364,0.574933586,0.544853172,2.969328579,0.621292223,0.048415887,14.99,13.3675,89.66,19.55002479,0.048209658,201.204,0.794,0.077843137,0.452407194,44,25,140.22,246.7872,202,794,69.11,17.58214106,72,2,452.27,16281.72,5.40E-05,0.00198,0.227525882,0.229559882,107.116,175,365.85,3.21348,2.625,0.123474375,0.3392025,6.3099,90.90660132,200.9397784,84.25749882,0.01221129,0.011105424,0.021435787,0.044752501
"InChI=1S/C39H37F12O2P/c1-19(2)22-11-29(20(3)4)33(30(12-22)21(5)6)34-31(52-7)9-10-32(53-8)35(34)54(27-15-23(36(40,41)42)13-24(16-27)37(43,44)45)28-17-25(38(46,47)48)14-26(18-28)39(49,50)51/h9-21H,1-8H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,JackiePhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,34,34,C,10,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_34,"4:C,10",0,37.645,45.423,20.56336458,69.123,19.86590061,0.859847019,0.828765163,0.544853172,2.969328579,0.621292223,0.456970135,22.3,13.3675,89.66,19.55002479,0.456904791,201.204,0.794,0.077843137,0.67302738,44,25,140.22,246.7872,202,794,69.11,17.58214106,552,1,796.66,439756.32,4.14E-04,0.00198,0.227525882,0.229919882,107.116,175,365.85,3.21348,2.625,0.123474375,0.597495,6.3099,91.38551401,135.7827582,84.47811901,0.32981724,0.011105424,0.021491914,0.362414578
"InChI=1S/C16H21O3P/c1-13-10-15(3)19-14(2,17-13)11-16(4,18-13)20(15)12-8-6-5-7-9-12/h5-9H,10-11H2,1-4H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,CgMe-PPh,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,35,35,C,11,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_35,"4:C,11",1.424,59.997,32.143,20.56336458,69.123,19.86590061,1.984991075,1.866565037,0.544853172,2.969328579,0.621292223,2.127359424,52.23,13.3675,89.66,19.55002479,2.127490908,201.204,0.794,0.077843137,1.576332738,44,25,140.22,246.7872,202,794,69.11,17.58214106,288,2,292.31,42092.64,2.16E-04,0.00198,0.227525882,0.229721882,107.116,175,365.85,3.21348,2.625,0.123474375,0.2192325,6.3099,91.91055687,58.3065711,85.38142437,0.03156948,0.011105424,0.021721723,0.064396627
"InChI=1S/C8H11P/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PPhMe2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,36,36,C,12,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_36,"4:C,12",0,0,86.117,20.56336458,69.123,19.86590061,-1.035108601,0,0.544853172,2.969328579,0.621292223,-0.876967636,0,13.3675,89.66,19.55002479,-0.877108862,201.204,0.794,0.077843137,0,44,25,140.22,246.7872,202,794,69.11,17.58214106,582,25,138.15,3216.132,4.37E-04,0.00198,0.227525882,0.229942382,107.116,175,365.85,3.21348,2.625,0.123474375,0.1036125,6.3099,90.21860413,Inf,83.80509163,0.002412099,0.011105424,0.021320691,0.034838214
InChI=1S/C12H9O3P/c1-4-10(13-7-1)16(11-5-2-8-14-11)12-6-3-9-15-12/h1-9H,"InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,P(fur)3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,37,37,D,1,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_37,"4:D,1",2.733,45.381,42.159,20.56336458,69.123,19.86590061,1.249258008,1.076424963,0.544853172,2.969328579,0.621292223,0.855590608,29.45,13.3675,89.66,19.55002479,0.855369759,201.204,0.794,0.077843137,0.88881867,167,25,191.95,1282.226,202,794,69.11,17.58214106,71.2,1,232.17,16530.504,5.34E-05,0.007515,0.227525882,0.235094282,107.116,175,365.85,3.21348,2.625,0.123474375,0.1741275,8.63775,93.5057878,105.2023219,84.6939103,0.012397878,0.05770017,0.021546813,0.091644861
"InChI=1S/C13H13P/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PPh2Me,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,38,38,D,2,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_38,"4:D,2",0,1.749,83.045,20.56336458,69.123,19.86590061,-0.947068293,0.021060871,0.544853172,2.969328579,0.621292223,-0.843069142,0,13.3675,89.66,19.55002479,-0.842837806,201.204,0.794,0.077843137,0,167,25,191.95,1282.226,202,794,69.11,17.58214106,385,50,200.22,1541.694,2.89E-04,0.007515,0.227525882,0.235329632,107.116,175,365.85,3.21348,2.625,0.123474375,0.150165,8.63775,92.59300663,Inf,83.80509163,0.001156271,0.05770017,0.021320691,0.080177131
"InChI=1S/C24H39O2P/c1-18(2)25-22-16-11-17-23(26-19(3)4)24(22)27(20-12-7-5-8-13-20)21-14-9-6-10-15-21/h11,16-21H,5-10,12-15H2,1-4H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,GorlosPhos HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,39,39,D,3,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_39,"4:D,3",1.109,33.179,53.041,20.56336458,69.123,19.86590061,0.635039693,0.625534964,0.544853172,2.969328579,0.621292223,0.129861261,16.44,13.3675,89.66,19.55002479,0.130050986,201.204,0.794,0.077843137,0.496169064,167,25,191.95,1282.226,202,794,69.11,17.58214106,72,2,452.27,16281.72,5.40E-05,0.007515,0.227525882,0.235094882,107.116,175,365.85,3.21348,2.625,0.123474375,0.3392025,8.63775,93.27821319,187.9968341,84.30126069,0.01221129,0.05770017,0.02144692,0.09135838
"InChI=1S/C39H37F12O2P/c1-19(2)22-11-29(20(3)4)33(30(12-22)21(5)6)34-31(52-7)9-10-32(53-8)35(34)54(27-15-23(36(40,41)42)13-24(16-27)37(43,44)45)28-17-25(38(46,47)48)14-26(18-28)39(49,50)51/h9-21H,1-8H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,JackiePhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,40,40,D,4,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_40,"4:D,4",0,47.082,35.807,20.56336458,69.123,19.86590061,1.334882115,1.314882565,0.544853172,2.969328579,0.621292223,1.239399697,36.32,13.3675,89.66,19.55002479,1.239512494,201.204,0.794,0.077843137,1.096159392,167,25,191.95,1282.226,202,794,69.11,17.58214106,552,1,796.66,439756.32,4.14E-04,0.007515,0.227525882,0.235454882,107.116,175,365.85,3.21348,2.625,0.123474375,0.597495,8.63775,94.13649602,85.87847416,84.90125102,0.32981724,0.05770017,0.021599563,0.409116973
"InChI=1S/C16H21O3P/c1-13-10-15(3)19-14(2,17-13)11-16(4,18-13)20(15)12-8-6-5-7-9-12/h5-9H,10-11H2,1-4H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,CgMe-PPh,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,41,41,D,5,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_41,"4:D,5",0.748,65.425,29.115,20.56336458,69.123,19.86590061,2.258223087,2.247123476,0.544853172,2.969328579,0.621292223,2.739886709,63.2,13.3675,89.66,19.55002479,2.739766346,201.204,0.794,0.077843137,1.90741392,167,25,191.95,1282.226,202,794,69.11,17.58214106,288,2,292.31,42092.64,2.16E-04,0.007515,0.227525882,0.235256882,107.116,175,365.85,3.21348,2.625,0.123474375,0.2192325,8.63775,94.56948805,49.57995066,85.71250555,0.03156948,0.05770017,0.021805952,0.111075602
"InChI=1S/C8H11P/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PPhMe2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,42,42,D,6,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_42,"4:D,6",0,0,84.599,20.56336458,69.123,19.86590061,-1.035108601,0,0.544853172,2.969328579,0.621292223,-0.876967636,0,13.3675,89.66,19.55002479,-0.877108862,201.204,0.794,0.077843137,0,167,25,191.95,1282.226,202,794,69.11,17.58214106,582,25,138.15,3216.132,4.37E-04,0.007515,0.227525882,0.235477382,107.116,175,365.85,3.21348,2.625,0.123474375,0.1036125,8.63775,92.54645413,Inf,83.80509163,0.002412099,0.05770017,0.021320691,0.08143296
InChI=1S/C12H9O3P/c1-4-10(13-7-1)16(11-5-2-8-14-11)12-6-3-9-15-12/h1-9H,"InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,P(fur)3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,43,43,D,7,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_43,"4:D,7",2.631,54.261,34.021,20.56336458,69.123,19.86590061,1.696255109,1.594926663,0.544853172,2.969328579,0.621292223,1.690144271,44.4,13.3675,89.66,19.55002479,1.690151309,201.204,0.794,0.077843137,1.34001864,234,25,234.03,2190.5208,202,794,69.11,17.58214106,71.2,1,232.17,16530.504,5.34E-05,0.01053,0.227525882,0.238109282,107.116,175,365.85,3.21348,2.625,0.123474375,0.1741275,10.53135,95.85058777,71.52929438,85.14511027,0.012397878,0.098573436,0.021661602,0.132632916
"InChI=1S/C13H13P/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPh2Me,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,44,44,D,8,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_44,"4:D,8",0,2.396,82.535,20.56336458,69.123,19.86590061,-0.914499923,0.029030108,0.544853172,2.969328579,0.621292223,-0.830242267,0,13.3675,89.66,19.55002479,-0.830050098,201.204,0.794,0.077843137,0,234,25,234.03,2190.5208,202,794,69.11,17.58214106,385,50,200.22,1541.694,2.89E-04,0.01053,0.227525882,0.238344632,107.116,175,365.85,3.21348,2.625,0.123474375,0.150165,10.53135,94.48660663,Inf,83.80509163,0.001156271,0.098573436,0.021320691,0.121050397
"InChI=1S/C24H39O2P/c1-18(2)25-22-16-11-17-23(26-19(3)4)24(22)27(20-12-7-5-8-13-20)21-14-9-6-10-15-21/h11,16-21H,5-10,12-15H2,1-4H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,GorlosPhos HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,45,45,D,9,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_45,"4:D,9",2.459,34.661,50.511,20.56336458,69.123,19.86590061,0.709639885,0.686206965,0.544853172,2.969328579,0.621292223,0.227515793,18.19,13.3675,89.66,19.55002479,0.227749072,201.204,0.794,0.077843137,0.548985114,234,25,234.03,2190.5208,202,794,69.11,17.58214106,72,2,452.27,16281.72,5.40E-05,0.01053,0.227525882,0.238109882,107.116,175,365.85,3.21348,2.625,0.123474375,0.3392025,10.53135,95.22462924,173.4557583,84.35407674,0.01221129,0.098573436,0.021460357,0.132245083
"InChI=1S/C39H37F12O2P/c1-19(2)22-11-29(20(3)4)33(30(12-22)21(5)6)34-31(52-7)9-10-32(53-8)35(34)54(27-15-23(36(40,41)42)13-24(16-27)37(43,44)45)28-17-25(38(46,47)48)14-26(18-28)39(49,50)51/h9-21H,1-8H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,JackiePhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,46,46,D,10,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_46,"4:D,10",0,31.355,48.853,20.56336458,69.123,19.86590061,0.543224072,0.641823429,0.544853172,2.969328579,0.621292223,0.156078338,16.91,13.3675,89.66,19.55002479,0.156137909,201.204,0.794,0.077843137,0.510353946,234,25,234.03,2190.5208,202,794,69.11,17.58214106,552,1,796.66,439756.32,4.14E-04,0.01053,0.227525882,0.238469882,107.116,175,365.85,3.21348,2.625,0.123474375,0.597495,10.53135,95.44429058,187.0158766,84.31544558,0.32981724,0.098573436,0.021450529,0.449841205
"InChI=1S/C16H21O3P/c1-13-10-15(3)19-14(2,17-13)11-16(4,18-13)20(15)12-8-6-5-7-9-12/h5-9H,10-11H2,1-4H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,CgMe-PPh,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,47,47,D,11,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_47,"4:D,11",1.586,51.887,39.039,20.56336458,69.123,19.86590061,1.576753857,1.329106791,0.544853172,2.969328579,0.621292223,1.262294279,36.73,13.3675,89.66,19.55002479,1.262530368,201.204,0.794,0.077843137,1.108533438,234,25,234.03,2190.5208,202,794,69.11,17.58214106,288,2,292.31,42092.64,2.16E-04,0.01053,0.227525882,0.238271882,107.116,175,365.85,3.21348,2.625,0.123474375,0.2192325,10.53135,95.66420757,86.29799002,84.91362507,0.03156948,0.098573436,0.021602711,0.151745627
"InChI=1S/C8H11P/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPhMe2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_016,15,48,48,D,12,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_48,"4:D,12",0,0,85.8,20.56336458,69.123,19.86590061,-1.035108601,0,0.544853172,2.969328579,0.621292223,-0.876967636,0,13.3675,89.66,19.55002479,-0.877108862,201.204,0.794,0.077843137,0,234,25,234.03,2190.5208,202,794,69.11,17.58214106,582,25,138.15,3216.132,4.37E-04,0.01053,0.227525882,0.238492382,107.116,175,365.85,3.21348,2.625,0.123474375,0.1036125,10.53135,94.44005413,Inf,83.80509163,0.002412099,0.098573436,0.021320691,0.122306226
InChI=1S/C12H9O3P/c1-4-10(13-7-1)16(11-5-2-8-14-11)12-6-3-9-15-12/h1-9H,"InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,P(fur)3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_016,15,49,49,E,1,3,1,0.05,2,0.0225,0.153,24,90,A24A8_090_016_49,"4:E,1",5.098,23.493,58.222,20.56336458,69.123,19.86590061,0.147470556,0.403507265,0.544853172,2.969328579,0.621292223,-0.2275031,10.04,13.3675,89.66,19.55002479,-0.227493318,201.204,0.88,0.08627451,0.303013224,100,36.2,98.14,271.1049724,164,880,116.16,21.648,71.2,1,232.17,16530.504,5.34E-05,0.0045,0.121806298,0.126359698,107.116,175,365.85,3.21348,2.625,0.123474375,0.1741275,4.4163,97.1299049,320.5467525,92.5394774,0.012397878,0.012199724,0.017245994,0.041843595
